"account_type","action","activity_code","amount","as_of_date","check_number","commission","commission_in_gross","contra_broker","cusip","customer","description","effective_date","entry_date","exchange_rate","fees","from_location","front_exec","held_currency_code","interest","maturity_date","misc_fee","nfa_fee","order_number","output_currency_code","payee","price","principal","quantity","sales_credit","sec_fee","security_class_code","security_type","state_tax","symbol","tax_exempt_status","taxes","to_location","trade","transaction_date","user_defined_action"
"INVENTORY","Sale","","56359.75","","","0","Y","","20282EAP1","91APUN00","COMMONWEALTH FING AUTH PA TOB BDS                      2018","Thu, 08 Oct 2020 12:00:00 am EDT","Tue, 06 Oct 2020  3:23:05 am EDT","1.00000","0","","VSIN","USD","793.75","","0","0","N0001F99","USD","","123.48","-55566","-45000","0","0","","FIXED","0","FIXED 20282EAP1","N/A","0","","Y","Tue, 06 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","60675.22","","","0","N","","799561NC5","91APUN00","SAN YSIDRO CALIF SCH DIST ELECTION 2020-SER A-MEAS","Fri, 09 Oct 2020 12:00:00 am EDT","Wed, 07 Oct 2020 10:12:49 pm EDT","1.00000","0","","VSIN","USD","122.22","","0","0","N0006F99","USD","","121.106","-60553","-50000","0","0","","FIXED","0","FIXED 799561NC5","N/A","0","","Y","Wed, 07 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-198302.68","","","0","N","","469494AM0","91APUN00","JACKSONVILLE FLA TRANSN AUTH L REV BDS                  2015","Fri, 09 Oct 2020 12:00:00 am EDT","Wed, 07 Oct 2020  3:29:58 am EDT","1.00000","0","","VSIN","USD","1558.33","","0","0","N0105F99","USD","","119.239","196744.35","165000","0","0","","FIXED","0","FIXED 469494AM0","N/A","0","","Y","Wed, 07 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-102142.52","","","0","N","","85230BEZ7","91APUN00","ST CHARLES MO CTFS PARTN REF COPS                 2020B","Fri, 09 Oct 2020 12:00:00 am EDT","Wed, 07 Oct 2020  6:07:13 am EDT","1.00000","0","","VSIN","USD","736.67","","0","0","N0201F99","USD","","119.301","101405.85","85000","0","0","","FIXED","0","FIXED 85230BEZ7","N/A","0","","Y","Wed, 07 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-257895","","","0","Y","","818888AS8","91APUN00","SHAFTER WASCO IRR DIST CALIF R REF BDS                  2020","Wed, 14 Oct 2020 12:00:00 am EDT","Thu, 08 Oct 2020  8:44:59 pm EDT","1.00000","0","","","USD","0","","0","0","N0102F99","USD","","103.158","257895","250000","0","0","","FIXED","0","FIXED 818888AS8","N/A","0","","Y","Thu, 08 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-258784.17","","","0","N","","274672GS7","91APUN00","EAST RAMAPO NY SCD GEN OBLIG 3.00% MATURITY 12/15/2032 CALLABLE","Wed, 14 Oct 2020 12:00:00 am EDT","Fri, 09 Oct 2020 10:28:19 pm EDT","1.00000","0","","VSIN","USD","2479.17","","0","0","N0002F99","USD","","102.522","256305","250000","0","0","","FIXED","0","FIXED 274672GS7","N/A","0","","Y","Fri, 09 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","26112.92","","","0","N","","274672GS7","91APUN00","EAST RAMAPO NY SCD GEN OBLIG 3.00% MATURITY 12/15/2032 CALLABLE","Wed, 14 Oct 2020 12:00:00 am EDT","Fri, 09 Oct 2020  7:59:08 am EDT","1.00000","0","","VSIN","USD","247.92","","0","0","N0003F99","USD","","103.46","-25865","-25000","0","0","","FIXED","0","FIXED 274672GS7","N/A","0","","Y","Fri, 09 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","26112.92","","","0","N","","274672GS7","91APUN00","EAST RAMAPO NY SCD GEN OBLIG 3.00% MATURITY 12/15/2032 CALLABLE","Wed, 14 Oct 2020 12:00:00 am EDT","Fri, 09 Oct 2020  1:11:11 am EDT","1.00000","0","","VSIN","USD","247.92","","0","0","N0102F99","USD","","103.46","-25865","-25000","0","0","","FIXED","0","FIXED 274672GS7","N/A","0","","Y","Fri, 09 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","502155","","","0","Y","","347712EY3","91APUN00","FORT LEE N J BRD ED REF-TAXABLE","Thu, 22 Oct 2020 12:00:00 am EDT","Fri, 09 Oct 2020  8:17:06 am EDT","1.00000","0","","","USD","0","","0","0","N0701F99","USD","","100.431","-502155","-500000","0","0","","FIXED","0","FIXED 347712EY3","N/A","0","","Y","Fri, 09 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","209882","","","0","Y","","274672GS7","91APUN00","EAST RAMAPO NY SCD GEN OBLIG 3.00% MATURITY 12/15/2032 CALLABLE","Thu, 15 Oct 2020 12:00:00 am EDT","Tue, 13 Oct 2020  2:39:07 am EDT","1.00000","0","","VSIN","USD","2000","","0","0","N0001F99","USD","","103.941","-207882","-200000","0","0","","FIXED","0","FIXED 274672GS7","N/A","0","","Y","Tue, 13 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","30312.28","","","0","N","","799561NC5","91APUN00","SAN YSIDRO CALIF SCH DIST ELECTION 2020-SER A-MEAS","Thu, 15 Oct 2020 12:00:00 am EDT","Tue, 13 Oct 2020 10:21:43 am EDT","1.00000","0","","VSIN","USD","77.78","","0","0","N0101F99","USD","","120.938","-30234.5","-25000","0","0","","FIXED","0","FIXED 799561NC5","N/A","0","","Y","Tue, 13 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-42353.73","","","0","N","","7976462Q8","91APUN00","SAN FRANCISCO CALIF CITY & CNT TRANSN ROAD IMPT GO BDS  2018","Thu, 15 Oct 2020 12:00:00 am EDT","Tue, 13 Oct 2020  7:21:07 pm EDT","1.00000","0","","VSIN","USD","433.33","","0","0","N0407F99","USD","","104.801","41920.4","40000","0","0","","FIXED","0","FIXED 7976462Q8","N/A","0","","Y","Tue, 13 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","42822.54","","","0","N","","7976462Q8","91APUN00","SAN FRANCISCO CALIF CITY & CNT TRANSN ROAD IMPT GO BDS  2018","Fri, 16 Oct 2020 12:00:00 am EDT","Wed, 14 Oct 2020  2:28:13 am EDT","1.00000","0","","VSIN","USD","436.94","","0","0","N0001F99","USD","","105.964","-42385.6","-40000","0","0","","FIXED","0","FIXED 7976462Q8","N/A","0","","Y","Wed, 14 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","259799.17","","","0","N","","818888AS8","91APUN00","SHAFTER WASCO IRR DIST CALIF R REF BDS                  2020","Fri, 16 Oct 2020 12:00:00 am EDT","Wed, 14 Oct 2020 10:28:41 am EDT","1.00000","0","","","USD","41.67","","0","0","N0101F99","USD","","103.903","-259757.5","-250000","0","0","","FIXED","0","FIXED 818888AS8","N/A","0","","Y","Wed, 14 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","198629.75","","","0","Y","","469494AM0","91APUN00","JACKSONVILLE FLA TRANSN AUTH L REV BDS                  2015","Fri, 16 Oct 2020 12:00:00 am EDT","Wed, 14 Oct 2020 10:01:47 pm EDT","1.00000","0","","","USD","1718.75","","0","0","N0201F99","USD","","119.34","-196911","-165000","0","0","","FIXED","0","FIXED 469494AM0","N/A","0","","Y","Wed, 14 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-278352.5","","","0","Y","","820123VQ7","91APUN00","SHARYLAND TEX INDPT SCH DIST UNLTD TAX REF BDS        2020","Thu, 19 Nov 2020 12:00:00 am EST","Wed, 14 Oct 2020 11:29:20 am EDT","1.00000","0","","","USD","0","","0","0","O0001F99","USD","","111.341","278352.5","250000","0","0","","FIXED","0","FIXED 820123VQ7","N/A","0","","Y","Wed, 14 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","280937.5","","","0","Y","","820123VQ7","91APUN00","SHARYLAND TEX INDPT SCH DIST UNLTD TAX REF BDS        2020","Thu, 19 Nov 2020 12:00:00 am EST","Wed, 14 Oct 2020  7:35:10 pm EDT","1.00000","0","","","USD","0","","0","0","N0503F99","USD","","112.375","-280937.5","-250000","0","0","","FIXED","0","FIXED 820123VQ7","N/A","0","","Y","Wed, 14 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-585910","","","0","Y","","947440G23","91APUN00","WEBB CNTY TEX CTFS OBLIG               2020","Thu, 05 Nov 2020 12:00:00 am EST","Thu, 15 Oct 2020 11:28:14 pm EDT","1.00000","0","","","USD","0","","0","0","O0001F99","USD","","117.182","585910","500000","0","0","","FIXED","0","FIXED 947440G23","N/A","0","","Y","Thu, 15 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-41564.8","","","0","Y","","198432KU9","91APUN00","COLUMBIA SC GENERAL OBLIGATION 3.00% MATURITY 06/01/2046 CALLABL","Mon, 19 Oct 2020 12:00:00 am EDT","Fri, 16 Oct 2020  5:17:47 am EDT","1.00000","0","","","USD","460","","0","0","N7004F99","USD","","102.762","41104.8","40000","0","0","","FIXED","0","FIXED 198432KU9","N/A","0","","Y","Thu, 15 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","589830","","","0","Y","","947440G23","91APUN00","WEBB CNTY TEX CTFS OBLIG               2020","Thu, 05 Nov 2020 12:00:00 am EST","Fri, 16 Oct 2020  7:15:58 am EDT","1.00000","0","","","USD","0","","0","0","N7005F99","USD","","117.966","-589830","-500000","0","0","","FIXED","0","FIXED 947440G23","N/A","0","","Y","Thu, 15 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","41936.53","","","0","N","","198432KU9","91APUN00","COLUMBIA SC GENERAL OBLIGATION 3.00% MATURITY 06/01/2046 CALLABL","Tue, 20 Oct 2020 12:00:00 am EDT","Fri, 16 Oct 2020 10:53:17 pm EDT","1.00000","0","","VSIN","USD","463.33","","0","0","N0104F99","USD","","103.683","-41473.2","-40000","0","0","","FIXED","0","FIXED 198432KU9","N/A","0","","Y","Fri, 16 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-60762.5","","","0","Y","","567167JL6","91APUN00","MARICOPA CNTY ARIZ ELEM SCH DI SCH IMPT-PROJS 2015 & 20","Thu, 29 Oct 2020 12:00:00 am EDT","Fri, 16 Oct 2020  5:18:23 pm EDT","1.00000","0","","","USD","0","","0","0","N0002F99","USD","","121.525","60762.5","50000","0","0","","FIXED","0","FIXED 567167JL6","N/A","0","","Y","Fri, 16 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","60698.39","","","0","N","","799561NC5","91APUN00","SAN YSIDRO CALIF SCH DIST ELECTION 2020-SER A-MEAS","Wed, 21 Oct 2020 12:00:00 am EDT","Mon, 19 Oct 2020  8:59:50 pm EDT","1.00000","0","","VSIN","USD","188.89","","0","0","N0306F99","USD","","121.019","-60509.5","-50000","0","0","","FIXED","0","FIXED 799561NC5","N/A","0","","Y","Mon, 19 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-493746.3","","","0","Y","","719620EW2","91APUN00","PICKENS CNTY ALA WTR AUTH WTR BDS                      2020","Thu, 29 Oct 2020 12:00:00 am EDT","Mon, 19 Oct 2020  4:41:04 pm EDT","1.00000","0","","","USD","0","","0","0","N0201F99","USD","","106.182","493746.3","465000","0","0","","FIXED","0","FIXED 719620EW2","N/A","0","","Y","Mon, 19 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","495736.5","","","0","Y","","719620EW2","91APUN00","PICKENS CNTY ALA WTR AUTH WTR BDS                      2020","Thu, 29 Oct 2020 12:00:00 am EDT","Mon, 19 Oct 2020  5:04:54 am EDT","1.00000","0","","","USD","0","","0","0","N0202F99","USD","","106.61","-495736.5","-465000","0","0","","FIXED","0","FIXED 719620EW2","N/A","0","","Y","Mon, 19 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-75103.02","","","0","N","","650035U71","91APUN00","NEW YORK ST URBAN DEV CORP REV ST PERSONAL INCOME TAX R 2016","Thu, 22 Oct 2020 12:00:00 am EDT","Tue, 20 Oct 2020  3:26:21 pm EDT","1.00000","0","","VSIN","USD","233.82","","0","0","N0304F99","USD","","106.956","74869.2","70000","0","0","","FIXED","0","FIXED 650035U71","N/A","0","","Y","Tue, 20 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","75160.44","","","0","N","","650035U71","91APUN00","NEW YORK ST URBAN DEV CORP REV ST PERSONAL INCOME TAX R 2016","Fri, 23 Oct 2020 12:00:00 am EDT","Wed, 21 Oct 2020  5:55:11 am EDT","1.00000","0","","VSIN","USD","240.14","","0","0","N0004F99","USD","","107.029","-74920.3","-70000","0","0","","FIXED","0","FIXED 650035U71","N/A","0","","Y","Wed, 21 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-54992.67","","","0","N","","181003PW8","91APUN00","CLARK CNTY NEV IMPT DIST LOCAL REF BDS            2017","Fri, 23 Oct 2020 12:00:00 am EDT","Wed, 21 Oct 2020  5:36:51 am EDT","1.00000","0","","VSIN","USD","341.67","","0","0","N0009F99","USD","","109.302","54651","50000","0","0","","FIXED","0","FIXED 181003PW8","N/A","0","","Y","Wed, 21 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","78863.73","","","0","N","","196711TC9","91APUN00","COLORADO ST CTFS PARTN NATL WESTN CTR-LEASE PUR","Tue, 27 Oct 2020 12:00:00 am EDT","Fri, 23 Oct 2020  6:38:23 pm EDT","1.00000","0","","VSIN","USD","108.33","","0","0","N0002F99","USD","","131.259","-78755.4","-60000","0","0","","FIXED","0","FIXED 196711TC9","N/A","0","","Y","Fri, 23 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-1120670","","","0","Y","","014393YU0","91APUN00","ALDINE TEX INDPT SCH DIST UNLTD TAX REF BDS        2020","Thu, 19 Nov 2020 12:00:00 am EST","Fri, 23 Oct 2020  9:43:09 am EDT","1.00000","0","","","USD","0","","0","0","N0101F99","USD","","112.067","1120670","1000000","0","0","","FIXED","0","FIXED 014393YU0","N/A","0","","Y","Fri, 23 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-351203.2","","","0","Y","","121638GM6","91APUN00","BURLINGTON CNTY N J CNTY COLLEGE BDS         2019","Wed, 28 Oct 2020 12:00:00 am EDT","Mon, 26 Oct 2020  9:50:47 pm EDT","1.00000","0","","VSIN","USD","4720","","0","0","N0207F99","USD","","108.276","346483.2","320000","0","0","","FIXED","0","FIXED 121638GM6","N/A","0","","Y","Mon, 26 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","60962.5","","","0","Y","","567167JL6","91APUN00","MARICOPA CNTY ARIZ ELEM SCH DI SCH IMPT-PROJS 2015 & 20","Thu, 29 Oct 2020 12:00:00 am EDT","Mon, 26 Oct 2020  7:47:11 am EDT","1.00000","0","","","USD","0","","0","0","N0602F99","USD","","121.925","-60962.5","-50000","0","0","","FIXED","0","FIXED 567167JL6","N/A","0","","Y","Mon, 26 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","352226.13","","","0","N","","121638GM6","91APUN00","BURLINGTON CNTY N J CNTY COLLEGE BDS         2019","Fri, 30 Oct 2020 12:00:00 am EDT","Wed, 28 Oct 2020  4:13:40 am EDT","1.00000","0","","VSIN","USD","4773.33","","0","0","N0309F99","USD","","108.579","-347452.8","-320000","0","0","","FIXED","0","FIXED 121638GM6","N/A","0","","Y","Wed, 28 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Purchase","","-305000","","","0","Y","","117566DS5","91APUN00","BRYAN TEX TAXABLE PENSION GO BDS   2020","Thu, 19 Nov 2020 12:00:00 am EST","Wed, 28 Oct 2020 10:04:40 am EDT","1.00000","0","","","USD","0","","0","0","N0203F99","USD","","100","305000","305000","0","0","","FIXED","0","FIXED 117566DS5","N/A","0","","Y","Wed, 28 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","1132720","","","0","Y","","014393YU0","91APUN00","ALDINE TEX INDPT SCH DIST UNLTD TAX REF BDS        2020","Thu, 19 Nov 2020 12:00:00 am EST","Wed, 28 Oct 2020  8:01:37 am EDT","1.00000","0","","","USD","0","","0","0","N0204F99","USD","","113.272","-1132720","-1000000","0","0","","FIXED","0","FIXED 014393YU0","N/A","0","","Y","Wed, 28 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","54934.83","","","0","N","","181003PW8","91APUN00","CLARK CNTY NEV IMPT DIST LOCAL REF BDS            2017","Fri, 30 Oct 2020 12:00:00 am EDT","Thu, 29 Oct 2020  1:38:15 am EDT","1.00000","0","","VSIN","USD","370.83","","0","0","N0201F99","USD","","109.128","-54564","-50000","0","0","","FIXED","0","FIXED 181003PW8","N/A","0","","Y","Thu, 29 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","305610","","","0","Y","","117566DS5","91APUN00","BRYAN TEX TAXABLE PENSION GO BDS   2020","Thu, 19 Nov 2020 12:00:00 am EST","Thu, 29 Oct 2020  5:58:26 am EDT","1.00000","0","","","USD","0","","0","0","N0203F99","USD","","100.2","-305610","-305000","0","0","","FIXED","0","FIXED 117566DS5","N/A","0","","Y","Thu, 29 Oct 2020 12:00:00 am EDT",""
"INVENTORY","Sale","","59846","","","0","Y","","74265LP28","91APUN00","PRIVATE COLLEGES & UNIVS AUTH REF BDS                  2019","Wed, 04 Nov 2020 12:00:00 am EST","Mon, 02 Nov 2020  8:47:44 am EST","1.00000","0","","VSIN","USD","1062.5","","0","0","N0001F99","USD","","117.567","-58783.5","-50000","0","0","","FIXED","0","FIXED 74265LP28","N/A","0","","Y","Mon, 02 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","24069.67","","","0","N","","799561NC5","91APUN00","SAN YSIDRO CALIF SCH DIST ELECTION 2020-SER A-MEAS","Thu, 05 Nov 2020 12:00:00 am EST","Tue, 03 Nov 2020  1:12:34 pm EST","1.00000","0","","","USD","106.67","","0","0","N0001F99","USD","","119.815","-23963","-20000","0","0","","FIXED","0","FIXED 799561NC5","N/A","0","","Y","Tue, 03 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","51967.87","","","0","N","","196711TC9","91APUN00","COLORADO ST CTFS PARTN NATL WESTN CTR-LEASE PUR","Thu, 05 Nov 2020 12:00:00 am EST","Tue, 03 Nov 2020 10:35:23 pm EST","1.00000","0","","VSIN","USD","116.67","","0","0","N0002F99","USD","","129.628","-51851.2","-40000","0","0","","FIXED","0","FIXED 196711TC9","N/A","0","","Y","Tue, 03 Nov 2020 12:00:00 am EST",""
"INVENTORY","Purchase","","-256334.24","","","0","N","","10607UBU2","91APUN00","BRAZORIA CNTY TEX MUN UTIL DIS UNLTD TAX RD BDS         2020","Fri, 06 Nov 2020 12:00:00 am EST","Wed, 04 Nov 2020  4:57:55 am EST","1.00000","0","","VSIN","USD","611.89","","0","0","N0001F99","USD","","96.499","255722.35","265000","0","0","","FIXED","0","FIXED 10607UBU2","N/A","0","","Y","Wed, 04 Nov 2020 12:00:00 am EST",""
"INVENTORY","Purchase","","-44256.49","","","0","N","","75913TJU9","91APUN00","REGIONAL TRANSN DIST COLO CTFS COPS                     2015","Fri, 06 Nov 2020 12:00:00 am EST","Wed, 04 Nov 2020  8:34:56 am EST","1.00000","0","","VSIN","USD","688.89","","0","0","N0003F99","USD","","108.919","43567.6","40000","0","0","","FIXED","0","FIXED 75913TJU9","N/A","0","","Y","Wed, 04 Nov 2020 12:00:00 am EST",""
"INVENTORY","Purchase","","-60374.5","","","0","Y","","91412GJ30","91APUN00","UNIVERSITY CALIF REVS GEN REV BDS              2016A","Fri, 06 Nov 2020 12:00:00 am EST","Wed, 04 Nov 2020 10:11:10 am EST","1.00000","0","","VSIN","USD","1187.5","","0","0","N0008F99","USD","","118.374","59187","50000","0","0","","FIXED","0","FIXED 91412GJ30","N/A","0","","Y","Wed, 04 Nov 2020 12:00:00 am EST",""
"INVENTORY","Purchase","","-42440.53","","","0","N","","968546MF5","91APUN00","WILKINSBURG-PENN PA JT WTR AUT BDS                      2020","Fri, 06 Nov 2020 12:00:00 am EST","Wed, 04 Nov 2020  8:42:24 pm EST","1.00000","0","","VSIN","USD","198.33","","0","0","N0010F99","USD","","120.692","42242.2","35000","0","0","","FIXED","0","FIXED 968546MF5","N/A","0","","Y","Wed, 04 Nov 2020 12:00:00 am EST",""
"INVENTORY","Purchase","","-63922.2","","","0","Y","","305896RH7","91APUN00","FAIRVIEW TEX GO REF AND IMPT BDS      2020","Fri, 06 Nov 2020 12:00:00 am EST","Wed, 04 Nov 2020 12:00:28 am EST","1.00000","0","","VSIN","USD","450","","0","0","N0020F99","USD","","105.787","63472.2","60000","0","0","","FIXED","0","FIXED 305896RH7","N/A","0","","Y","Wed, 04 Nov 2020 12:00:00 am EST",""
"INVENTORY","Purchase","","-375977.7","","","0","Y","","116405UW9","91APUN00","BROWNSVILLE TX CTFS GEN OBLIG 4.00% MATURITY 02/15/2034 CALLABLE","Wed, 18 Nov 2020 12:00:00 am EST","Wed, 04 Nov 2020 11:19:25 pm EST","1.00000","0","","","USD","0","","0","0","N0019F99","USD","","119.358","375977.7","315000","0","0","","FIXED","0","FIXED 116405UW9","N/A","0","","Y","Wed, 04 Nov 2020 12:00:00 am EST",""
"INVENTORY","Purchase","","-767970","","","0","Y","","517039ZB2","91APUN00","LAREDO TEX WTRWKS SWR SYS REV BDS                      2020","Tue, 01 Dec 2020 12:00:00 am EST","Wed, 04 Nov 2020  5:09:44 pm EST","1.00000","0","","","USD","0","","0","0","N0004F99","USD","","109.71","767970","700000","0","0","","FIXED","0","FIXED 517039ZB2","N/A","0","","Y","Wed, 04 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","378611.1","","","0","Y","","116405UW9","91APUN00","BROWNSVILLE TX CTFS GEN OBLIG 4.00% MATURITY 02/15/2034 CALLABLE","Wed, 18 Nov 2020 12:00:00 am EST","Thu, 05 Nov 2020 12:08:10 am EST","1.00000","0","","","USD","0","","0","0","N0010F99","USD","","120.194","-378611.1","-315000","0","0","","FIXED","0","FIXED 116405UW9","N/A","0","","Y","Thu, 05 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","43088.89","","","0","N","","968546MF5","91APUN00","WILKINSBURG-PENN PA JT WTR AUT BDS                      2020","Tue, 10 Nov 2020 12:00:00 am EST","Fri, 06 Nov 2020 11:23:16 am EST","1.00000","0","","","USD","213.89","","0","0","N0004F99","USD","","122.5","-42875","-35000","0","0","","FIXED","0","FIXED 968546MF5","N/A","0","","Y","Fri, 06 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","103148.44","","","0","N","","85230BEZ7","91APUN00","ST CHARLES MO CTFS PARTN REF COPS                 2020B","Tue, 10 Nov 2020 12:00:00 am EST","Fri, 06 Nov 2020  3:25:21 pm EST","1.00000","0","","","USD","1029.44","","0","0","N0008F99","USD","","120.14","-102119","-85000","0","0","","FIXED","0","FIXED 85230BEZ7","N/A","0","","Y","Fri, 06 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","44351.56","","","0","N","","75913TJU9","91APUN00","REGIONAL TRANSN DIST COLO CTFS COPS                     2015","Thu, 12 Nov 2020 12:00:00 am EST","Mon, 09 Nov 2020 12:59:26 pm EST","1.00000","0","","VSIN","USD","715.56","","0","0","N0001F99","USD","","109.09","-43636","-40000","0","0","","FIXED","0","FIXED 75913TJU9","N/A","0","","Y","Mon, 09 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","63783","","","0","Y","","305896RH7","91APUN00","FAIRVIEW TEX GO REF AND IMPT BDS      2020","Thu, 12 Nov 2020 12:00:00 am EST","Mon, 09 Nov 2020  5:39:48 am EST","1.00000","0","","VSIN","USD","480","","0","0","N0002F99","USD","","105.505","-63303","-60000","0","0","","FIXED","0","FIXED 305896RH7","N/A","0","","Y","Mon, 09 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","60351.67","","","0","N","","91412GJ30","91APUN00","UNIVERSITY CALIF REVS GEN REV BDS              2016A","Thu, 12 Nov 2020 12:00:00 am EST","Mon, 09 Nov 2020 10:06:02 pm EST","1.00000","0","","VSIN","USD","1229.17","","0","0","N0003F99","USD","","118.245","-59122.5","-50000","0","0","","FIXED","0","FIXED 91412GJ30","N/A","0","","Y","Mon, 09 Nov 2020 12:00:00 am EST",""
"INVENTORY","Purchase","","-355029.58","","","0","N","","709224N47","91APUN00","PENNSYLVANIA ST TPK COMMN TPK SUB BDS                  2019","Mon, 16 Nov 2020 12:00:00 am EST","Thu, 12 Nov 2020 11:34:32 am EST","1.00000","0","","","USD","6302.08","","0","0","N0024F99","USD","","126.81","348727.5","275000","0","0","","FIXED","0","FIXED 709224N47","N/A","0","","Y","Thu, 12 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","148885","","","0","Y","","10607UBU2","91APUN00","BRAZORIA CNTY TEX MUN UTIL DIS UNLTD TAX RD BDS         2020","Thu, 19 Nov 2020 12:00:00 am EST","Tue, 17 Nov 2020 11:23:30 am EST","1.00000","0","","VSIN","USD","475","","0","0","N0016F99","USD","","98.94","-148410","-150000","0","0","","FIXED","0","FIXED 10607UBU2","N/A","0","","Y","Tue, 17 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","777868","","","0","Y","","517039ZB2","91APUN00","LAREDO TEX WTRWKS SWR SYS REV BDS                      2020","Tue, 01 Dec 2020 12:00:00 am EST","Tue, 17 Nov 2020  1:43:04 pm EST","1.00000","0","","","USD","0","","0","0","N0001F99","USD","","111.124","-777868","-700000","0","0","","FIXED","0","FIXED 517039ZB2","N/A","0","","Y","Tue, 17 Nov 2020 12:00:00 am EST",""
"INVENTORY","Purchase","","-384602.4","","","0","Y","","977810KA7","91APUN00","WOLFFORTH TEX TAX WTRWKS SWR SYS REV C 2021","Tue, 05 Jan 2021 12:00:00 am EST","Tue, 17 Nov 2020  1:47:34 pm EST","1.00000","0","","","USD","0","","0","0","N0015F99","USD","","122.096","384602.4","315000","0","0","","FIXED","0","FIXED 977810KA7","N/A","0","","Y","Tue, 17 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","115460.3","","","0","Y","","10607UBU2","91APUN00","BRAZORIA CNTY TEX MUN UTIL DIS UNLTD TAX RD BDS         2020","Fri, 20 Nov 2020 12:00:00 am EST","Wed, 18 Nov 2020  5:38:14 pm EST","1.00000","0","","","USD","371.75","","0","0","N0008F99","USD","","100.077","-115088.55","-115000","0","0","","FIXED","0","FIXED 10607UBU2","N/A","0","","Y","Wed, 18 Nov 2020 12:00:00 am EST",""
"INVENTORY","Sale","","358603.36","","","0","N","","709224N47","91APUN00","PENNSYLVANIA ST TPK COMMN TPK SUB BDS                  2019","Fri, 20 Nov 2020 12:00:00 am EST","Wed, 18 Nov 2020  8:37:28 am EST","1.00000","0","","VSIN","USD","6454.86","","0","0","N0010F99","USD","","128.054","-352148.5","-275000","0","0","","FIXED","0","FIXED 709224N47","N/A","0","","Y","Wed, 18 Nov 2020 12:00:00 am EST",""
"INVENTORY","Purchase","","-324489.7","","","0","Y","","2441097V0","91APUN00","DEER PARK TEX CTFS OF OBLIG            2020","Thu, 17 Dec 2020 12:00:00 am EST","Wed, 18 Nov 2020 10:44:04 pm EST","1.00000","0","","","USD","0","","0","0","O0001F99","USD","","111.893","324489.7","290000","0","0","","FIXED","0","FIXED 2441097V0","N/A","0","","Y","Wed, 18 Nov 2020 12:00:00 am EST",""
